country,iso3,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Solomon Islands,SLB,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free
Somalia,SOM,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified)
South Africa,ZAF,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free
South Korea,KOR,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free
South Sudan,SSD,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free
Spain,ESP,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free
Sri Lanka,LKA,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free
Sudan,SDN,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified)
Suriname,SUR,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free
Sweden,SWE,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free
Switzerland,CHE,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free
Syria,SYR,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified)
Taiwan,TWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free
Tajikistan,TJK,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free
Tanzania,TZA,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free
Thailand,THA,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free
Togo,TGO,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free
Tokelau,TKL,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free
Tonga,TON,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free
Trinidad and Tobago,TTO,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free,WHO Region certified polio-free
Tunisia,TUN,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,endemic,polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified),polio-free (not certified)
